year,suicides_no,country,HDI_for_year
2011,59,Bulgaria,0.775
2011,36,Bulgaria,0.775
2011,51,Bulgaria,0.775
2011,41,Bulgaria,0.775
2011,11,Bulgaria,0.775
2011,7,Bulgaria,0.775
2011,2,Bulgaria,0.775
2012,140,Bulgaria,0.778
2012,244,Bulgaria,0.778
2012,181,Bulgaria,0.778
2012,61,Bulgaria,0.778
2012,62,Bulgaria,0.778
2012,45,Bulgaria,0.778
2012,65,Bulgaria,0.778
2012,46,Bulgaria,0.778
2012,14,Bulgaria,0.778
2012,13,Bulgaria,0.778
2012,1,Bulgaria,0.778
2013,113,Bulgaria,0.779
2013,207,Bulgaria,0.779
2013,164,Bulgaria,0.779
2013,47,Bulgaria,0.779
2013,56,Bulgaria,0.779
2013,32,Bulgaria,0.779
2013,41,Bulgaria,0.779
2013,41,Bulgaria,0.779
2013,12,Bulgaria,0.779
2013,6,Bulgaria,0.779
2013,1,Bulgaria,0.779
2013,1,Bulgaria,0.779
2014,120,Bulgaria,0.782
2014,194,Bulgaria,0.782
2014,67,Bulgaria,0.782
2014,156,Bulgaria,0.782
2014,47,Bulgaria,0.782
2014,33,Bulgaria,0.782
2014,54,Bulgaria,0.782
2014,33,Bulgaria,0.782
2014,13,Bulgaria,0.782
2014,5,Bulgaria,0.782
2014,2,Bulgaria,0.782
1985,111,Canada,0.827
1985,502,Canada,0.827
1985,605,Canada,0.827
1985,774,Canada,0.827
1985,560,Canada,0.827
1985,255,Canada,0.827
1985,166,Canada,0.827
1985,148,Canada,0.827
1985,34,Canada,0.827
1985,85,Canada,0.827
1985,13,Canada,0.827
1985,5,Canada,0.827
1990,149,Canada,0.849
1990,703,Canada,0.849
1990,884,Canada,0.849
1990,484,Canada,0.849
1990,430,Canada,0.849
1990,293,Canada,0.849
1990,154,Canada,0.849
1990,125,Canada,0.849
1990,94,Canada,0.849
1990,32,Canada,0.849
1990,23,Canada,0.849
1990,7,Canada,0.849
1995,744,Canada,0.861
1995,1264,Canada,0.861
1995,146,Canada,0.861
1995,507,Canada,0.861
1995,473,Canada,0.861
1995,363,Canada,0.861
1995,157,Canada,0.861
1995,141,Canada,0.861
1995,96,Canada,0.861
1995,34,Canada,0.861
1995,22,Canada,0.861
1995,21,Canada,0.861
2000,1254,Canada,0.867
2000,146,Canada,0.867
2000,484,Canada,0.867
2000,430,Canada,0.867
2000,455,Canada,0.867
2000,393,Canada,0.867
2000,112,Canada,0.867
2000,119,Canada,0.867
2000,137,Canada,0.867
2000,30,Canada,0.867
2000,29,Canada,0.867
2000,17,Canada,0.867
2005,1341,Canada,0.892
2005,165,Canada,0.892
2005,539,Canada,0.892
2005,415,Canada,0.892
2005,378,Canada,0.892
2005,418,Canada,0.892
2005,131,Canada,0.892
2005,158,Canada,0.892
2005,58,Canada,0.892
2005,96,Canada,0.892
2005,25,Canada,0.892
2005,19,Canada,0.892
2010,1292,Canada,0.903
2010,200,Canada,0.903
2010,690,Canada,0.903
2010,409,Canada,0.903
2010,371,Canada,0.903
2010,402,Canada,0.903
2010,237,Canada,0.903
2010,154,Canada,0.903
2010,115,Canada,0.903
2010,49,Canada,0.903
2010,19,Canada,0.903
2010,13,Canada,0.903
2011,1127,Canada,0.909
2011,683,Canada,0.909
2011,184,Canada,0.909
2011,410,Canada,0.909
2011,364,Canada,0.909
2011,390,Canada,0.909
2011,135,Canada,0.909
2011,215,Canada,0.909
2011,134,Canada,0.909
2011,55,Canada,0.909
2011,18,Canada,0.909
2011,13,Canada,0.909
2012,1205,Canada,0.91
2012,770,Canada,0.91
2012,180,Canada,0.91
2012,419,Canada,0.91
2012,381,Canada,0.91
2012,385,Canada,0.91
2012,241,Canada,0.91
2012,137,Canada,0.91
2012,129,Canada,0.91
2012,45,Canada,0.91
2012,17,Canada,0.91
2012,17,Canada,0.91
2013,1244,Canada,0.912
2013,231,Canada,0.912
2013,812,Canada,0.912
2013,439,Canada,0.912
2013,300,Canada,0.912
2013,400,Canada,0.912
2013,255,Canada,0.912
2013,138,Canada,0.912
2013,135,Canada,0.912
2013,65,Canada,0.912
2013,20,Canada,0.912
2013,15,Canada,0.912
1985,34,Chile,0.654
1985,100,Chile,0.654
1985,174,Chile,0.654
1985,122,Chile,0.654
1985,133,Chile,0.654
1985,21,Chile,0.654
1985,40,Chile,0.654
1985,27,Chile,0.654
1985,3,Chile,0.654
1985,19,Chile,0.654
1985,9,Chile,0.654
1985,1,Chile,0.654
1990,145,Chile,0.699
1990,22,Chile,0.699
1990,176,Chile,0.699
1990,148,Chile,0.699
1990,134,Chile,0.699
1990,19,Chile,0.699
1990,34,Chile,0.699
1990,27,Chile,0.699
1990,23,Chile,0.699
1990,3,Chile,0.699
1990,9,Chile,0.699
1990,3,Chile,0.699
1995,42,Chile,0.723
1995,144,Chile,0.723
1995,271,Chile,0.723
1995,191,Chile,0.723
1995,149,Chile,0.723
1995,27,Chile,0.723
1995,32,Chile,0.723
1995,5,Chile,0.723
1995,35,Chile,0.723
1995,20,Chile,0.723
1995,10,Chile,0.723
1995,4,Chile,0.723
2000,66,Chile,0.752
2000,214,Chile,0.752
2000,305,Chile,0.752
2000,457,Chile,0.752
2000,216,Chile,0.752
2000,40,Chile,0.752
2000,48,Chile,0.752
2000,70,Chile,0.752
2000,38,Chile,0.752
2000,5,Chile,0.752
2000,8,Chile,0.752
2000,6,Chile,0.752
2005,69,Chile,0.788
2005,252,Chile,0.788
2005,512,Chile,0.788
2005,279,Chile,0.788
2005,265,Chile,0.788
2005,108,Chile,0.788
2005,62,Chile,0.788
2005,49,Chile,0.788
2005,40,Chile,0.788
2005,26,Chile,0.788
2005,6,Chile,0.788
2005,14,Chile,0.788
2010,98,Chile,0.814
2010,607,Chile,0.814
2010,307,Chile,0.814
2010,273,Chile,0.814
2010,315,Chile,0.814
2010,90,Chile,0.814
2010,150,Chile,0.814
2010,78,Chile,0.814
2010,45,Chile,0.814
2010,10,Chile,0.814
2010,18,Chile,0.814
2010,10,Chile,0.814
2011,89,Chile,0.821
2011,339,Chile,0.821
2011,330,Chile,0.821
2011,575,Chile,0.821
2011,312,Chile,0.821
2011,158,Chile,0.821
2011,67,Chile,0.821
2011,69,Chile,0.821
2011,50,Chile,0.821
2011,14,Chile,0.821
2011,12,Chile,0.821
2011,12,Chile,0.821
2012,101,Chile,0.827
2012,319,Chile,0.827
2012,555,Chile,0.827
2012,285,Chile,0.827
2012,242,Chile,0.827
2012,138,Chile,0.827
2012,62,Chile,0.827
2012,62,Chile,0.827
2012,52,Chile,0.827
2012,10,Chile,0.827
2012,8,Chile,0.827
2012,7,Chile,0.827
2013,82,Chile,0.83
2013,288,Chile,0.83
2013,298,Chile,0.83
2013,516,Chile,0.83
2013,224,Chile,0.83
2013,130,Chile,0.83
2013,60,Chile,0.83
2013,52,Chile,0.83
2013,54,Chile,0.83
2013,14,Chile,0.83
2013,12,Chile,0.83
2013,8,Chile,0.83
2014,92,Chile,0.832
2014,308,Chile,0.832
2014,536,Chile,0.832
2014,289,Chile,0.832
2014,238,Chile,0.832
2014,127,Chile,0.832
2014,60,Chile,0.832
2014,58,Chile,0.832
2014,52,Chile,0.832
2014,8,Chile,0.832
2014,12,Chile,0.832
2014,9,Chile,0.832
1985,21,Colombia,0.573
1985,113,Colombia,0.573
1985,193,Colombia,0.573
1985,256,Colombia,0.573
1985,188,Colombia,0.573
1985,117,Colombia,0.573
1985,45,Colombia,0.573
1985,3,Colombia,0.573
1985,31,Colombia,0.573
1985,12,Colombia,0.573
1985,12,Colombia,0.573
1985,10,Colombia,0.573
1990,21,Colombia,0.596
1990,85,Colombia,0.596
1990,220,Colombia,0.596
1990,174,Colombia,0.596
1990,153,Colombia,0.596
1990,95,Colombia,0.596
1990,41,Colombia,0.596
1990,40,Colombia,0.596
1990,14,Colombia,0.596
1990,3,Colombia,0.596
1990,12,Colombia,0.596
1990,7,Colombia,0.596
1995,27,Colombia,0.629
1995,110,Colombia,0.629
1995,253,Colombia,0.629
1995,271,Colombia,0.629
1995,213,Colombia,0.629
1995,116,Colombia,0.629
1995,55,Colombia,0.629
1995,63,Colombia,0.629
1995,16,Colombia,0.629
1995,15,Colombia,0.629
1995,1,Colombia,0.629
1995,10,Colombia,0.629
2000,60,Colombia,0.654
2000,629,Colombia,0.654
2000,198,Colombia,0.654
2000,438,Colombia,0.654
2000,453,Colombia,0.654
2000,262,Colombia,0.654
2000,96,Colombia,0.654
2000,99,Colombia,0.654
2000,6,Colombia,0.654
2000,57,Colombia,0.654
2000,23,Colombia,0.654
2000,37,Colombia,0.654
2005,63,Colombia,0.679
2005,517,Colombia,0.679
2005,219,Colombia,0.679
2005,352,Colombia,0.679
2005,434,Colombia,0.679
2005,225,Colombia,0.679
2005,93,Colombia,0.679
2005,87,Colombia,0.679
2005,27,Colombia,0.679
2005,52,Colombia,0.679
2005,5,Colombia,0.679
2005,28,Colombia,0.679
2010,65,Colombia,0.706
2010,436,Colombia,0.706
2010,480,Colombia,0.706
2010,225,Colombia,0.706
2010,463,Colombia,0.706
2010,187,Colombia,0.706
2010,78,Colombia,0.706
2010,72,Colombia,0.706
2010,41,Colombia,0.706
2010,39,Colombia,0.706
2010,5,Colombia,0.706
2010,16,Colombia,0.706
2011,60,Colombia,0.713
2011,450,Colombia,0.713
2011,382,Colombia,0.713
2011,231,Colombia,0.713
2011,498,Colombia,0.713
2011,159,Colombia,0.713
2011,69,Colombia,0.713
2011,87,Colombia,0.713
2011,29,Colombia,0.713
2011,41,Colombia,0.713
2011,34,Colombia,0.713
2011,4,Colombia,0.713
2012,69,Colombia,0.715
2012,486,Colombia,0.715
2012,412,Colombia,0.715
2012,266,Colombia,0.715
2012,455,Colombia,0.715
2012,151,Colombia,0.715
2012,73,Colombia,0.715
2012,41,Colombia,0.715
2012,83,Colombia,0.715
2012,44,Colombia,0.715
2012,6,Colombia,0.715
2012,33,Colombia,0.715
2013,69,Colombia,0.718
2013,450,Colombia,0.718
2013,260,Colombia,0.718
2013,381,Colombia,0.718
2013,462,Colombia,0.718
2013,141,Colombia,0.718
2013,81,Colombia,0.718
2013,101,Colombia,0.718
2013,41,Colombia,0.718
2013,41,Colombia,0.718
2013,36,Colombia,0.718
2013,5,Colombia,0.718
2014,83,Colombia,0.72
2014,480,Colombia,0.72
2014,283,Colombia,0.72
2014,395,Colombia,0.72
2014,477,Colombia,0.72
2014,132,Colombia,0.72
2014,82,Colombia,0.72
2014,43,Colombia,0.72
2014,82,Colombia,0.72
2014,37,Colombia,0.72
2014,5,Colombia,0.72
2014,27,Colombia,0.72
1985,32,Costa Rica,0.623
1985,32,Costa Rica,0.623
1985,12,Costa Rica,0.623
1985,33,Costa Rica,0.623
1985,1,Costa Rica,0.623
1985,8,Costa Rica,0.623
1985,3,Costa Rica,0.623
1985,3,Costa Rica,0.623
1985,1,Costa Rica,0.623
1985,2,Costa Rica,0.623
1985,1,Costa Rica,0.623
1990,5,Costa Rica,0.652
1990,49,Costa Rica,0.652
1990,15,Costa Rica,0.652
1990,35,Costa Rica,0.652
1990,31,Costa Rica,0.652
1990,1,Costa Rica,0.652
1990,6,Costa Rica,0.652
1990,5,Costa Rica,0.652
1990,2,Costa Rica,0.652
1990,3,Costa Rica,0.652
1990,4,Costa Rica,0.652
1990,1,Costa Rica,0.652
1995,62,Costa Rica,0.682
1995,45,Costa Rica,0.682
1995,19,Costa Rica,0.682
1995,40,Costa Rica,0.682
1995,2,Costa Rica,0.682
1995,13,Costa Rica,0.682
1995,11,Costa Rica,0.682
1995,4,Costa Rica,0.682
1995,7,Costa Rica,0.682
1995,5,Costa Rica,0.682
1995,1,Costa Rica,0.682
2000,6,Costa Rica,0.704
2000,77,Costa Rica,0.704
2000,50,Costa Rica,0.704
2000,53,Costa Rica,0.704
2000,24,Costa Rica,0.704
2000,11,Costa Rica,0.704
2000,1,Costa Rica,0.704
2000,7,Costa Rica,0.704
2000,3,Costa Rica,0.704
2000,5,Costa Rica,0.704
2000,1,Costa Rica,0.704
2000,1,Costa Rica,0.704
2005,98,Costa Rica,0.723
2005,35,Costa Rica,0.723
2005,48,Costa Rica,0.723
2005,44,Costa Rica,0.723
2005,4,Costa Rica,0.723
2005,14,Costa Rica,0.723
2005,16,Costa Rica,0.723
2005,7,Costa Rica,0.723
2005,2,Costa Rica,0.723
2005,2,Costa Rica,0.723
2005,2,Costa Rica,0.723
2010,74,Costa Rica,0.75
2010,106,Costa Rica,0.75
2010,36,Costa Rica,0.75
2010,7,Costa Rica,0.75
2010,40,Costa Rica,0.75
2010,12,Costa Rica,0.75
2010,16,Costa Rica,0.75
2010,10,Costa Rica,0.75
2010,5,Costa Rica,0.75
2010,5,Costa Rica,0.75
2011,72,Costa Rica,0.756
2011,9,Costa Rica,0.756
2011,85,Costa Rica,0.756
2011,40,Costa Rica,0.756
2011,52,Costa Rica,0.756
2011,20,Costa Rica,0.756
2011,8,Costa Rica,0.756
2011,14,Costa Rica,0.756
2011,8,Costa Rica,0.756
2011,5,Costa Rica,0.756
2011,1,Costa Rica,0.756
2011,2,Costa Rica,0.756
2012,94,Costa Rica,0.761
2012,55,Costa Rica,0.761
2012,58,Costa Rica,0.761
2012,40,Costa Rica,0.761
2012,8,Costa Rica,0.761
2012,16,Costa Rica,0.761
2012,10,Costa Rica,0.761
2012,6,Costa Rica,0.761
2012,7,Costa Rica,0.761
2012,5,Costa Rica,0.761
2012,3,Costa Rica,0.761
2013,75,Costa Rica,0.764
2013,12,Costa Rica,0.764
2013,49,Costa Rica,0.764
2013,82,Costa Rica,0.764
2013,48,Costa Rica,0.764
2013,11,Costa Rica,0.764
2013,13,Costa Rica,0.764
2013,8,Costa Rica,0.764
2013,6,Costa Rica,0.764
2013,5,Costa Rica,0.764
2013,1,Costa Rica,0.764
2013,1,Costa Rica,0.764
2014,46,Costa Rica,0.766
2014,76,Costa Rica,0.766
2014,49,Costa Rica,0.766
2014,43,Costa Rica,0.766
2014,6,Costa Rica,0.766
2014,12,Costa Rica,0.766
2014,12,Costa Rica,0.766
2014,2,Costa Rica,0.766
2014,11,Costa Rica,0.766
2014,5,Costa Rica,0.766
2014,3,Costa Rica,0.766
2014,3,Costa Rica,0.766
1995,77,Croatia,0.694
1995,216,Croatia,0.694
1995,226,Croatia,0.694
1995,39,Croatia,0.694
1995,89,Croatia,0.694
1995,73,Croatia,0.694
1995,99,Croatia,0.694
1995,65,Croatia,0.694
1995,21,Croatia,0.694
1995,17,Croatia,0.694
1995,6,Croatia,0.694
1995,1,Croatia,0.694
2000,77,Croatia,0.749
2000,229,Croatia,0.749
2000,249,Croatia,0.749
2000,50,Croatia,0.749
2000,77,Croatia,0.749
2000,99,Croatia,0.749
2000,57,Croatia,0.749
2000,64,Croatia,0.749
2000,12,Croatia,0.749
2000,9,Croatia,0.749
2000,3,Croatia,0.749
2005,78,Croatia,0.782
2005,247,Croatia,0.782
2005,227,Croatia,0.782
2005,45,Croatia,0.782
2005,58,Croatia,0.782
2005,76,Croatia,0.782
2005,39,Croatia,0.782
2005,68,Croatia,0.782
2005,25,Croatia,0.782
2005,9,Croatia,0.782
2005,2,Croatia,0.782
2010,99,Croatia,0.807
2010,215,Croatia,0.807
2010,186,Croatia,0.807
2010,46,Croatia,0.807
2010,40,Croatia,0.807
2010,44,Croatia,0.807
2010,75,Croatia,0.807
2010,50,Croatia,0.807
2010,13,Croatia,0.807
2010,7,Croatia,0.807
2010,1,Croatia,0.807
2011,95,Croatia,0.814
2011,188,Croatia,0.814
2011,148,Croatia,0.814
2011,63,Croatia,0.814
2011,43,Croatia,0.814
2011,68,Croatia,0.814
2011,24,Croatia,0.814
2011,52,Croatia,0.814
2011,11,Croatia,0.814
2011,8,Croatia,0.814
2011,2,Croatia,0.814
2012,99,Croatia,0.817
2012,207,Croatia,0.817
2012,201,Croatia,0.817
2012,46,Croatia,0.817
2012,51,Croatia,0.817
2012,35,Croatia,0.817
2012,73,Croatia,0.817
2012,42,Croatia,0.817
2012,13,Croatia,0.817
2012,5,Croatia,0.817
2012,3,Croatia,0.817
2012,1,Croatia,0.817
2013,85,Croatia,0.817
2013,174,Croatia,0.817
2013,186,Croatia,0.817
2013,59,Croatia,0.817
2013,41,Croatia,0.817
2013,35,Croatia,0.817
2013,48,Croatia,0.817
2013,48,Croatia,0.817
2013,9,Croatia,0.817
2013,6,Croatia,0.817
2013,1,Croatia,0.817
2014,97,Croatia,0.818
2014,193,Croatia,0.818
2014,167,Croatia,0.818
2014,42,Croatia,0.818
2014,37,Croatia,0.818
2014,42,Croatia,0.818
2014,71,Croatia,0.818
2014,49,Croatia,0.818
2014,12,Croatia,0.818
2014,11,Croatia,0.818
2014,1,Croatia,0.818
1995,248,Cuba,0.653
1995,372,Cuba,0.653
1995,68,Cuba,0.653
1995,374,Cuba,0.653
1995,276,Cuba,0.653
1995,171,Cuba,0.653
1995,241,Cuba,0.653
1995,162,Cuba,0.653
1995,161,Cuba,0.653
1995,138,Cuba,0.653
1995,10,Cuba,0.653
1995,1,Cuba,0.653
2000,204,Cuba,0.685
2000,318,Cuba,0.685
2000,432,Cuba,0.685
2000,248,Cuba,0.685
2000,55,Cuba,0.685
2000,147,Cuba,0.685
2000,104,Cuba,0.685
2000,175,Cuba,0.685
2000,104,Cuba,0.685
2000,51,Cuba,0.685
2000,4,Cuba,0.685
2000,3,Cuba,0.685
2005,191,Cuba,0.73
2005,269,Cuba,0.73
2005,387,Cuba,0.73
2005,47,Cuba,0.73
2005,136,Cuba,0.73
2005,117,Cuba,0.73
2005,56,Cuba,0.73
2005,114,Cuba,0.73
2005,36,Cuba,0.73
2005,34,Cuba,0.73
2005,7,Cuba,0.73
2005,3,Cuba,0.73
2010,206,Cuba,0.778
2010,374,Cuba,0.778
2010,476,Cuba,0.778
2010,102,Cuba,0.778
2010,142,Cuba,0.778
2010,40,Cuba,0.778
2010,67,Cuba,0.778
2010,105,Cuba,0.778
2010,17,Cuba,0.778
2010,18,Cuba,0.778
2010,7,Cuba,0.778
2010,4,Cuba,0.778
2011,236,Cuba,0.776
2011,345,Cuba,0.776
2011,441,Cuba,0.776
2011,113,Cuba,0.776
2011,50,Cuba,0.776
2011,123,Cuba,0.776
2011,75,Cuba,0.776
2011,106,Cuba,0.776
2011,20,Cuba,0.776
2011,13,Cuba,0.776
2011,4,Cuba,0.776
2011,3,Cuba,0.776
2012,245,Cuba,0.772
2012,357,Cuba,0.772
2012,412,Cuba,0.772
2012,108,Cuba,0.772
2012,52,Cuba,0.772
2012,107,Cuba,0.772
2012,71,Cuba,0.772
2012,94,Cuba,0.772
2012,25,Cuba,0.772
2012,16,Cuba,0.772
2012,6,Cuba,0.772
2012,2,Cuba,0.772
2013,216,Cuba,0.768
2013,401,Cuba,0.768
2013,436,Cuba,0.768
2013,49,Cuba,0.768
2013,96,Cuba,0.768
2013,111,Cuba,0.768
2013,47,Cuba,0.768
2013,94,Cuba,0.768
2013,20,Cuba,0.768
2013,20,Cuba,0.768
2013,5,Cuba,0.768
2013,4,Cuba,0.768
2014,221,Cuba,0.769
2014,348,Cuba,0.769
2014,409,Cuba,0.769
2014,51,Cuba,0.769
2014,97,Cuba,0.769
2014,116,Cuba,0.769
2014,62,Cuba,0.769
2014,107,Cuba,0.769
2014,19,Cuba,0.769
2014,12,Cuba,0.769
2014,9,Cuba,0.769
2014,2,Cuba,0.769
2000,5,Cyprus,0.8
2000,2,Cyprus,0.8
2005,4,Cyprus,0.83
2005,3,Cyprus,0.83
2005,4,Cyprus,0.83
2005,2,Cyprus,0.83
2005,2,Cyprus,0.83
2005,1,Cyprus,0.83
2005,1,Cyprus,0.83
2010,3,Cyprus,0.848
2010,7,Cyprus,0.848
2010,7,Cyprus,0.848
2010,9,Cyprus,0.848
2010,4,Cyprus,0.848
2010,3,Cyprus,0.848
2010,4,Cyprus,0.848
2010,1,Cyprus,0.848
2011,12,Cyprus,0.852
2011,8,Cyprus,0.852
2011,2,Cyprus,0.852
2011,3,Cyprus,0.852
2011,1,Cyprus,0.852
2011,3,Cyprus,0.852
2011,1,Cyprus,0.852
2012,9,Cyprus,0.852
2012,14,Cyprus,0.852
2012,6,Cyprus,0.852
2012,5,Cyprus,0.852
2012,1,Cyprus,0.852
2012,1,Cyprus,0.852
2013,3,Cyprus,0.85
2013,8,Cyprus,0.85
2013,10,Cyprus,0.85
2013,8,Cyprus,0.85
2013,11,Cyprus,0.85
2013,4,Cyprus,0.85
2013,1,Cyprus,0.85
2014,13,Cyprus,0.85
2014,8,Cyprus,0.85
2014,7,Cyprus,0.85
2014,5,Cyprus,0.85
2014,4,Cyprus,0.85
2014,3,Cyprus,0.85
2014,1,Cyprus,0.85
2014,2,Cyprus,0.85
2014,1,Cyprus,0.85
1990,198,Czech Republic,0.761
1990,385,Czech Republic,0.761
1990,571,Czech Republic,0.761
1990,129,Czech Republic,0.761
1990,176,Czech Republic,0.761
1990,196,Czech Republic,0.761
1990,99,Czech Republic,0.761
1990,150,Czech Republic,0.761
1990,53,Czech Republic,0.761
1990,34,Czech Republic,0.761
1990,5,Czech Republic,0.761
1990,1,Czech Republic,0.761
1995,132,Czech Republic,0.785
1995,524,Czech Republic,0.785
1995,280,Czech Republic,0.785
1995,97,Czech Republic,0.785
1995,180,Czech Republic,0.785
1995,161,Czech Republic,0.785
1995,150,Czech Republic,0.785
1995,138,Czech Republic,0.785
1995,35,Czech Republic,0.785
1995,25,Czech Republic,0.785
1995,7,Czech Republic,0.785
1995,4,Czech Republic,0.785
2000,137,Czech Republic,0.821
2000,546,Czech Republic,0.821
2000,294,Czech Republic,0.821
2000,174,Czech Republic,0.821
2000,139,Czech Republic,0.821
2000,63,Czech Republic,0.821
2000,113,Czech Republic,0.821
2000,120,Czech Republic,0.821
2000,26,Czech Republic,0.821
2000,25,Czech Republic,0.821
2000,8,Czech Republic,0.821
2000,4,Czech Republic,0.821
2005,113,Czech Republic,0.847
2005,516,Czech Republic,0.847
2005,347,Czech Republic,0.847
2005,208,Czech Republic,0.847
2005,85,Czech Republic,0.847
2005,50,Czech Republic,0.847
2005,109,Czech Republic,0.847
2005,82,Czech Republic,0.847
2005,33,Czech Republic,0.847
2005,16,Czech Republic,0.847
2005,4,Czech Republic,0.847
2005,2,Czech Republic,0.847
2010,115,Czech Republic,0.863
2010,394,Czech Republic,0.863
2010,473,Czech Republic,0.863
2010,168,Czech Republic,0.863
2010,94,Czech Republic,0.863
2010,40,Czech Republic,0.863
2010,84,Czech Republic,0.863
2010,87,Czech Republic,0.863
2010,26,Czech Republic,0.863
2010,20,Czech Republic,0.863
2010,1,Czech Republic,0.863
2011,118,Czech Republic,0.866
2011,424,Czech Republic,0.866
2011,500,Czech Republic,0.866
2011,173,Czech Republic,0.866
2011,120,Czech Republic,0.866
2011,43,Czech Republic,0.866
2011,86,Czech Republic,0.866
2011,77,Czech Republic,0.866
2011,28,Czech Republic,0.866
2011,19,Czech Republic,0.866
2011,2,Czech Republic,0.866
2012,146,Czech Republic,0.867
2012,430,Czech Republic,0.867
2012,538,Czech Republic,0.867
2012,179,Czech Republic,0.867
2012,84,Czech Republic,0.867
2012,45,Czech Republic,0.867
2012,106,Czech Republic,0.867
2012,94,Czech Republic,0.867
2012,22,Czech Republic,0.867
2012,10,Czech Republic,0.867
2012,3,Czech Republic,0.867
2012,1,Czech Republic,0.867
2013,129,Czech Republic,0.868
2013,399,Czech Republic,0.868
2013,485,Czech Republic,0.868
2013,168,Czech Republic,0.868
2013,108,Czech Republic,0.868
2013,36,Czech Republic,0.868
2013,108,Czech Republic,0.868
2013,92,Czech Republic,0.868
2013,30,Czech Republic,0.868
2013,15,Czech Republic,0.868
2013,5,Czech Republic,0.868
2013,2,Czech Republic,0.868
2014,123,Czech Republic,0.87
2014,364,Czech Republic,0.87
2014,467,Czech Republic,0.87
2014,157,Czech Republic,0.87
2014,84,Czech Republic,0.87
2014,54,Czech Republic,0.87
2014,107,Czech Republic,0.87
2014,94,Czech Republic,0.87
2014,26,Czech Republic,0.87
2014,11,Czech Republic,0.87
2014,1,Czech Republic,0.87
2014,1,Czech Republic,0.87
1995,85,Denmark,0.83
1995,180,Denmark,0.83
1995,63,Denmark,0.83
1995,204,Denmark,0.83
1995,108,Denmark,0.83
1995,102,Denmark,0.83
1995,108,Denmark,0.83
1995,47,Denmark,0.83
1995,18,Denmark,0.83
1995,8,Denmark,0.83
1995,1,Denmark,0.83
2000,72,Denmark,0.862
2000,142,Denmark,0.862
2000,218,Denmark,0.862
2000,42,Denmark,0.862
2000,61,Denmark,0.862
2000,39,Denmark,0.862
2000,54,Denmark,0.862
2000,74,Denmark,0.862
2000,16,Denmark,0.862
2000,9,Denmark,0.862
2000,1,Denmark,0.862
2005,83,Denmark,0.902
2005,139,Denmark,0.902
2005,158,Denmark,0.902
2005,38,Denmark,0.902
2005,53,Denmark,0.902
2005,61,Denmark,0.902
2005,58,Denmark,0.902
2005,21,Denmark,0.902
2005,10,Denmark,0.902
2005,7,Denmark,0.902
2005,3,Denmark,0.902
2010,61,Denmark,0.908
2010,142,Denmark,0.908
2010,142,Denmark,0.908
2010,43,Denmark,0.908
2010,22,Denmark,0.908
2010,56,Denmark,0.908
2010,64,Denmark,0.908
2010,17,Denmark,0.908
2010,10,Denmark,0.908
2010,6,Denmark,0.908
2011,48,Denmark,0.92
2011,189,Denmark,0.92
2011,139,Denmark,0.92
2011,35,Denmark,0.92
2011,22,Denmark,0.92
2011,57,Denmark,0.92
2011,26,Denmark,0.92
2011,50,Denmark,0.92
2011,12,Denmark,0.92
2011,11,Denmark,0.92
2012,67,Denmark,0.921
2012,209,Denmark,0.921
2012,153,Denmark,0.921
2012,71,Denmark,0.921
2012,31,Denmark,0.921
2012,33,Denmark,0.921
2012,19,Denmark,0.921
2012,58,Denmark,0.921
2012,11,Denmark,0.921
2012,8,Denmark,0.921
2012,1,Denmark,0.921
2013,62,Denmark,0.923
2013,157,Denmark,0.923
2013,174,Denmark,0.923
2013,25,Denmark,0.923
2013,33,Denmark,0.923
2013,52,Denmark,0.923
2013,54,Denmark,0.923
2013,23,Denmark,0.923
2013,16,Denmark,0.923
2013,12,Denmark,0.923
2013,1,Denmark,0.923
2013,1,Denmark,0.923
2014,61,Denmark,0.923
2014,155,Denmark,0.923
2014,178,Denmark,0.923
2014,36,Denmark,0.923
2014,43,Denmark,0.923
2014,31,Denmark,0.923
2014,59,Denmark,0.923
2014,50,Denmark,0.923
2014,7,Denmark,0.923
2014,7,Denmark,0.923
2014,1,Denmark,0.923
2014,1,Denmark,0.923
1985,8,Ecuador,0.631
1985,70,Ecuador,0.631
1985,33,Ecuador,0.631
1985,104,Ecuador,0.631
1985,57,Ecuador,0.631
1985,58,Ecuador,0.631
1985,31,Ecuador,0.631
1985,2,Ecuador,0.631
1985,15,Ecuador,0.631
1985,4,Ecuador,0.631
1985,7,Ecuador,0.631
1985,4,Ecuador,0.631
1990,89,Ecuador,0.645
1990,97,Ecuador,0.645
1990,30,Ecuador,0.645
1990,84,Ecuador,0.645
1990,70,Ecuador,0.645
1990,42,Ecuador,0.645
1990,3,Ecuador,0.645
1990,2,Ecuador,0.645
1990,17,Ecuador,0.645
1990,3,Ecuador,0.645
1990,6,Ecuador,0.645
1990,5,Ecuador,0.645
1995,97,Ecuador,0.665
1995,113,Ecuador,0.665
1995,41,Ecuador,0.665
1995,101,Ecuador,0.665
1995,8,Ecuador,0.665
1995,95,Ecuador,0.665
1995,43,Ecuador,0.665
1995,24,Ecuador,0.665
1995,7,Ecuador,0.665
1995,1,Ecuador,0.665
1995,10,Ecuador,0.665
1995,6,Ecuador,0.665
2000,132,Ecuador,0.674
2000,84,Ecuador,0.674
2000,101,Ecuador,0.674
2000,8,Ecuador,0.674
2000,30,Ecuador,0.674
